product_no,product_code,product_name,product_name.1,eng_product_name,model_name,category_name,분류구분1,분류구분2,summary_description,product_detail
138,P00000FI,립 포션 스티밍 밀크 밤,립 포션 스티밍 밀크 밤,Lip Potion Steaming Milk Balm,립 포션 스티밍 밀크,Steaming Milk,LIP,Steaming Milk,즉각적인 수분 공급 및 각질을 잠재우는 립 보습 프라이머 밤,"립 포션 스티밍 밀크 밤 요약

마케팅 카피:
립 포션 스티밍 밀크 밤은 스티밍 밀크와 고농축 밤 제형을 통해 즉각적이고 집중적인 립 케어를 제공합니다. 건조하고 푸석한 입술에 깊은 보습과 영양을 공급하여 매끈하고 건강한 입술을 연출합니다. 부드러운 밀크 색상으로 입술 결을 자연스럽게 케어하며, 탄력 있는 볼륨 효과를 제공합니다.

사용감:
실크처럼 부드러운 텍스처로, 끈적임 없이 매끄럽게 흡수됩니다. 립 컨디션을 빠르게 회복시키며, 아침이나 밤 모두 편하게 사용할 수 있는 텍스처입니다. 밀착력 있는 보습막을 형성하여 입술의 각질을 억제하고 오랜 시간 촉촉함을 유지합니다.

메이크업 표현력 및 연출 팁:
입술에 자연스러운 보습막을 형성하여 매끄러운 결을 연출합니다. 립 메이크업 전 바르면 입술 톤을 보정하고 발색력을 높여줍니다.

기술력:
5단계 세럼 공정으로 완성된 고농축 페이스트는 하이드로 콜라겐과 펩타이드를 함유하여 입술에 탄력과 볼륨을 부여합니다. 70% 점형의 고밀도 성분이 깊숙이 흡수되어 지속적인 보습과 케어 효과를 제공합니다.

사용법:
STEP 1: 스티밍 밀크를 입술에 먼저 바릅니다.
STEP 2: 그 위에 밀크 밤을 덧발라 잘 흡수되도록 합니다.
이 두 단계를 통해 즉각적인 립 컨디션 회복과 입술 톤 보정, 깊은 보습을 느낄 수 있습니다.

세트상품 사용팁:
스티밍 밀크와 밀크 밤을 함께 사용하면, 각질을 부드럽게 케어하고 입술을 더욱 촉촉하게 유지할 수 있습니다."
127,P00000EX,[ NEW ] 립 포션 바미 로즈 (11 Colors),[ NEW ] 립 포션 바미 로즈 (11 Colors),,,Balmy Rose,LIP,Balmy Rose,부드럽게 스며드는 여린 장밋빛 생기,"[상품명]
NEW 립 포션 바미 로즈 (11 Colors)

[특징 요약]

마케팅 카피: 촉촉하고 부드러운 텍스처의 립밤. 다양한 장미 색감을 담아 입술에 생기를 더해주며, 크리미한 제형으로 피부에 자연스럽게 스며듭니다. 1분 후 차오르는 고보습 광택막으로 장시간 지속됩니다. 자연스러운 볼륨감과 입체적인 룩을 연출할 수 있습니다.

사용감: 크림처럼 부드럽게 스며들며, 고보습 광택막이 형성되어 촉촉한 보습감이 오래 유지됩니다. 소프트하면서도 미디엄 착색감으로 진한 착색이나 다크닝 없이 자연스럽고 예쁘게 발색됩니다.

메이크업 표현력 및 연출팁: 스킨케어처럼 자연스럽게 스며드는 제형으로 경계 없이 레이어링이 가능하며, 생기 있고 광택감 있는 볼륨감이 연출됩니다. 볼에도 활용 가능하며, 복숭아빛 컬러로 얼굴에 건강한 생기를 부여할 수 있습니다.

기술력: 고보습 밤을 녹인 액체밤 제형으로, 컬러 위로 촉촉한 광택막이 형성됩니다. 컬러와 광택이 오래 지속되며, 발림 후 1분 뒤부터 보습감이 차오릅니다.

색상 종류 및 각 색상별 특징:

08. 피치 샤워: 복숭아빛 코랄
프레쉬 로즈: 베리 레드 로즈 핑크
라일락 로즈: 로맨틱한 핑크 모브
베이비 로즈: 연한 장미 핑크
블러쉬 핑크: 부드러운 살구빛 핑크
허니 코랄: 장미빛 코랄
피치 브룰레: 크리미한 장미빛 코랄
컬러 믹스에 대한 추천:

베이비 로즈 + 프레쉬 로즈: 연하고 여린 장미빛에 생기를 더해주어 자연스러운 장미 색감을 완성.
피치 샤워 + 피치 브룰레: 복숭아빛과 장미빛의 조합으로 싱그러운 장미 컬러 연출.
사용법: 입술에 직접 바르거나 손가락으로 톡톡 두드리며 자연스럽게 펴 바를 수 있습니다. 치크에도 활용하여 화사한 생기를 더할 수 있습니다.

세트상품 사용팁: 여러 색상을 믹스 앤 매치하여 다양한 분위기의 메이크업을 연출할 수 있으며, 피부톤에 맞춰 자연스러운 메이크업을 완성할 수 있습니다."
120,P00000EQ,매트 밤&립 포션 아쿠아 글로우 2종 SET,매트 밤&립 포션 아쿠아 글로우 2종 SET,Acoustic Matt Balm & Lip Potion Aqua Glow Set,,SET,LIP,SET,블러한 매트에 유리알 같은 맑은 광택을 더한 매트밤 & 아쿠아 글로우 세트를 만나보세요.,"상품명: 매트 밤&립 포션 아쿠아 글로우 2종 SET
1. 마케팅 카피
""맑고 투명한 물안개 발색, 매트의 촉촉함을 경험하세요!"" 이 세트는 자연스러우면서도 생기 있는 립 컬러를 연출하는 데 이상적인 제품입니다. 카카오씨드버터와 히알루론산 등의 보습 성분을 포함하여, 매트한 텍스처에도 불구하고 입술이 건조하지 않게 유지됩니다. 두 가지 컬러(핑크 스테레오, 데님 로즈)를 사용해 다양한 룩을 연출하며, 하루 종일 입술에 생기를 더합니다.

2. 사용감
매트한 제품임에도 불구하고 촉촉한 사용감을 자랑합니다. 발림성이 부드럽고, 입술에 부담 없이 가볍게 스며들어 건조함 없이 하루 종일 편안하게 사용할 수 있습니다. 보습 성분이 입술에 즉각적인 보습을 주어 갈라짐을 방지하고, 매트 립의 무거운 느낌 없이 가볍게 마무리됩니다.

3. 메이크업 표현력 및 연출팁
핑크 스테레오: 밝고 상큼한 핑크 컬러로, 자연스러운 생기를 더해줍니다. 데일리 메이크업에 적합하며, 활기찬 느낌을 주고 싶을 때 활용하면 좋습니다. 밝은 피부 톤에 특히 잘 어울리며, 블러셔로도 활용 가능하여 자연스러운 혈색을 표현할 수 있습니다.

데님 로즈: 차분하고 세련된 로즈 톤으로, 우아한 메이크업에 이상적입니다. 조금 더 성숙한 느낌을 원할 때 사용하면 좋으며, 매트한 립 메이크업을 좋아하는 분들에게 적합합니다.

4. 기술력
이 제품은 카카오씨드버터, 히알루론산 등의 고보습 성분을 15% 이상 함유하여 입술에 닿는 순간 즉각적으로 보습을 제공하며, 매트한 마무리임에도 불구하고 건조함 없이 촉촉한 입술을 유지할 수 있습니다. 매트 립의 단점인 건조함을 보완한 기술력으로, 편안하게 사용할 수 있습니다.

5. 색상 종류 및 각 색상별 특징
핑크 스테레오: 핑크와 자주색의 중간톤으로, 자연스럽고 밝은 생기를 입술에 더해줍니다. 과하지 않은 자연스러운 핑크 톤으로 다양한 피부 톤에 잘 어울립니다.

데님 로즈: 차분하면서도 깊이 있는 로즈 컬러로, 우아하고 고급스러운 느낌을 연출합니다. 진한 색상이지만 물안개처럼 부드럽게 스며들어 입술에 자연스럽게 발색됩니다.

6. 컬러 믹스에 대한 추천
핑크 스테레오와 데님 로즈를 함께 사용하여, 데일리 메이크업에서부터 특별한 날의 메이크업까지 다양한 룩을 연출할 수 있습니다. 두 컬러를 레이어링하거나, 그라데이션을 연출해 입술에 자연스러운 깊이감을 더하는 것도 추천합니다. 예를 들어, 핑크 스테레오를 입술 전체에 깔고, 데님 로즈를 입술 안쪽에 덧발라 그라데이션 립을 연출하면 화사하면서도 깊이 있는 립 메이크업을 완성할 수 있습니다.

7. 사용법 (How to use)
립 제품으로 사용: 입술에 부드럽게 발라주면 물안개처럼 맑고 투명한 컬러가 자연스럽게 스며듭니다. 한 번 바르면 자연스러운 발색, 여러 번 레이어링하면 좀 더 선명한 컬러감을 연출할 수 있습니다.

블러셔로 사용: 립 제품으로만 사용하지 않고, 블러셔로도 활용 가능합니다. 손이나 스펀지로 볼에 부드럽게 톡톡 두드려주면 자연스러운 생기 있는 혈색을 연출할 수 있습니다.

8. 세트상품 사용팁 (같이 사용하면 좋을 포인트)
핑크 스테레오와 데님 로즈는 각각 따로 사용해도 좋지만, 두 컬러를 함께 활용하여 입술에 자연스러운 그라데이션을 연출하면 더욱 매력적인 입술을 완성할 수 있습니다.
핑크 스테레오를 블러셔로 사용한 후, 데님 로즈를 립으로 사용하면 상큼하면서도 차분한 메이크업을 연출할 수 있어 다양한 메이크업 룩을 완성할 수 있습니다.
매트한 텍스처를 보완하기 위해 립밤을 먼저 바른 후 이 제품을 사용하면, 더욱 촉촉한 마무리를 경험할 수 있습니다."
114,P00000EK,립 포션 스티밍 밀크,립 포션 스티밍 밀크,Lip Potion Steaming Milk,립 포션 스티밍 밀크,Steaming Milk,LIP,Steaming Milk,즉각적인 수분 공급 및 각질을 잠재우는 립 보습 프라이머,"상품명: 립 포션 스티밍 밀크

특징 요약:

립 컨디셔닝 효과: 스팀 밀크 제형으로 입술을 부드럽고 촉촉하게 케어하며, 각질을 즉각적으로 연화시켜 매끈한 입술 결을 만들어 줍니다.
보습 케어: 복분자 오일, 비타민, 천연보습인자(NMF) 등이 포함되어 건강한 입술 보습을 제공하며, 입술 속까지 촉촉함을 유지해 줍니다.
텍스처 및 기술력: 밀키 크림 텍스처가 가볍게 흡수되어 즉각적인 보습과 프라이밍 효과를 발휘합니다. Balm in Liquid 기술과 바이오셀룰로오스 기술을 통해 립케어와 메이크업을 동시에 해결할 수 있습니다.
메이크업 팁: 립 포션을 사용하여 수분 볼륨을 강화한 후 컬러를 바르면 맑고 생기 있는 립 메이크업을 연출할 수 있으며, 광택 제품은 수분광을, 매트 제품은 깨끗한 표현을 제공합니다. 필요 시 립 포션을 립밤처럼 메이크업 위에 덧발라 유리처럼 빛나는 효과를 낼 수 있습니다.
친환경 패키지: 그린 에코 패키지를 사용하여 환경 친화적인 라이프스타일을 지원합니다.
사용법: 스팀 밀크를 적당량 입술에 발라 흡수시킨 후 립 포션 틴트를 사용하여 촉촉함을 유지하고 입술의 볼륨감을 살릴 수 있습니다."
113,P00000EJ,스티밍 밀크 & 립 포션 2종 SET,스티밍 밀크 & 립 포션 2종 SET,Lip Potion Steaming Milk & Lip Potion Aqua Glow 2SET,립 포션 아쿠아 글로우,SET,LIP,SET,"[BEST SELLER] 더 맑은 광택과 컬러 지속, 스티밍 밀크 & 립 포션 아쿠아 글로우","[상품명] 스티밍 밀크 & 립 포션 2종 SET

[요약 및 정리]

마케팅 카피: 스티밍 밀크와 립 포션이 함께하는 2종 세트로, 입술에 즉각적인 보습과 케어를 제공하며 매끄럽고 촉촉한 입술을 연출합니다.

사용감: 스티밍 밀크는 부드럽게 입술 각질을 연화시켜주며, 립 포션은 90% 수분 베이스로 맑고 촉촉한 광택을 선사합니다.

메이크업 표현력 및 연출팁: 스티밍 밀크를 먼저 바르면 입술을 촉촉하게 준비해주고, 립 포션을 덧바르면 더 오랜 시간 동안 윤기 있고 생기 있는 입술을 유지할 수 있습니다. 립 메이크업 위에 덧바르면 유리알 같은 광택을 더해줍니다.

기술력: ‘Balm in Liquid’ 기술로 립밤과 같은 보습 효과를 가진 포뮬러가 즉각적으로 입술을 촉촉하게 만들어주며, 장시간 유지됩니다.

색상 종류: 립 포션 아쿠아 글로우는 6가지 컬러로 제공됩니다. (NO1 라임라임 펌, NO2 러브인 코랄, NO3 체리 매듭, NO4 스트로베리 공주, NO5 깍지 낀 복숭아, NO6 크랜베리 오렌지)

사용법: Step 1: 스티밍 밀크를 적당량 입술에 바르고 흡수될 때까지 기다립니다. Step 2: 립 포션을 발라 입술의 볼륨과 윤기를 더합니다. 추가 레이어링 시, 손등에 덜어 사용하여 팁의 오염을 방지합니다.

세트상품 사용팁: 스티밍 밀크를 먼저 바르고 립 포션을 덧바르면 더 깊은 보습과 광택이 지속되며, 메이크업 위에도 덧바르면 글로시한 연출이 가능합니다."
121,P00000ER,매트 밤 & 스티밍 밀크  2종 SET,매트 밤 & 스티밍 밀크  2종 SET,Acoustic Matt Balm & Lip Potion Steaming Milk Set,,SET,LIP,SET,"입술이 편안한 매트 조합, 스티밍 밀크 & 매트밤 세트로 만나보세요.","[상품명] 매트 밤 & 스티밍 밀크 2종 SET

마케팅 카피
“Soft as Silk”이라는 슬로건처럼 부드럽고 끈적임 없는 텍스처로, 입술을 촉촉하게 유지하면서도 매끄러운 결을 선사하는 제품입니다. 입술을 즉각적으로 케어해주는 ""인스턴트 & 인텐시브 립 스티밍 케어""는 하루 종일 사용하기에 적합하며, 스티밍 밀크와 매트 밤이 함께 구성된 세트로 구성되어 있어 아침과 저녁 모두 사용하기 좋습니다. 스팀 트리트먼트를 연상시키는 부드러운 사용감과 보습 효과를 강조하며, 모든 피부 타입에 적합한 립 케어 솔루션을 제공합니다.

사용감
스티밍 밀크는 입술에 얇고 부드러운 수분막을 형성하여 촉촉함을 오래 유지해 줍니다. 이 밀키한 텍스처는 끈적이지 않고 빠르게 흡수되며, 입술에 자연스러운 윤기를 부여합니다. 매트 밤은 건조하고 거친 입술을 부드럽고 촉촉하게 만들어주며, 두터운 보습막을 형성해 장시간 동안 입술을 보호합니다. 특히 매트하면서도 촉촉한 마무리감으로 끈적임 없이 부드럽게 스며드는 느낌을 줍니다.

메이크업 표현력 및 연출팁
스티밍 밀크는 입술에 자연스러운 윤기를 더해주고, 매트 밤은 부드러운 매트한 마무리로 입술 톤을 정리하면서도 발색을 선명하게 살려줍니다. 두 제품을 함께 사용하면 입술이 건조해지지 않고 하루 종일 균형 잡힌 립 메이크업을 유지할 수 있습니다. 자연스러운 립 메이크업을 원한다면 스티밍 밀크 단독으로 사용하고, 더 풍부한 컬러감을 원할 때는 매트 밤을 덧발라주면 됩니다. 특히 매트 밤을 립 메이크업 위에 덧바르면 발색을 살리면서도 입술을 매끄럽게 연출할 수 있습니다.

기술력
스티밍 밀크는 고농축의 Hydro 콜라겐과 펩타이드를 포함하여 입술의 잔주름을 메우고 탄력을 강화합니다. 동시에 밀키한 텍스처가 입술에 부드럽게 스며들며, 끈적임 없이 빠르게 흡수되어 입술에 강력한 보습감을 부여합니다. 매트 밤은 ""Balm in Liquid"" 기술을 적용해, 입술에 수분을 충전하고 두터운 보습막을 형성해 묻어남 없이 장시간 보습 효과를 제공합니다. 이 기술은 입술에 즉각적인 보습과 보호 효과를 제공하며, 지속적인 립 케어를 가능하게 합니다.

색상 종류 및 각 색상별 특징
제품은 자연스럽고 부드러운 컬러감을 제공하는 다양한 색상으로 구성되어 있습니다. 매트 밤의 경우 주로 차분하고 우아한 컬러 팔레트를 제공하며, 스티밍 밀크는 투명하고 은은한 밀키한 톤으로 자연스러운 윤기를 연출할 수 있습니다. 특정 색상에 따라 입술의 본연의 색을 살리면서도 더 건강해 보이는 연출이 가능합니다.

Mythic Tulip: 진한 튤립색으로 창백한 피부에 강렬한 포인트를 주는 컬러.
Denim Rose: 우아하면서도 깊이 있는 장미빛으로 세련된 느낌을 연출.
Pink Stereo: 자연스러운 핑크톤으로 데일리 메이크업에 적합한 컬러.
Merlot: 고급스러운 와인색으로 성숙하고 매혹적인 입술을 연출.
컬러 믹스에 대한 추천
매트 밤과 스티밍 밀크를 함께 사용하면 부드러운 매트함과 윤기를 동시에 느낄 수 있습니다. 예를 들어, Pink Stereo와 Denim Rose를 믹스해 사용하면 자연스러우면서도 세련된 립 메이크업을 연출할 수 있으며, 한 가지 색상이 아닌 두 가지 색상을 레이어링해 입술에 깊이감을 더할 수 있습니다. 스티밍 밀크를 먼저 바른 후 매트 밤을 덧발라 컬러가 더 오랫동안 지속되도록 하는 것도 좋은 방법입니다.

사용법 (How to Use)

깨끗한 입술에 스티밍 밀크를 먼저 바릅니다. 스티밍 밀크는 입술에 수분을 공급하고 자연스러운 광택을 부여합니다.
스티밍 밀크가 흡수된 후 매트 밤을 입술 전체에 골고루 발라줍니다. 매트 밤은 입술을 부드럽게 감싸주며 보습 효과를 강화합니다.
메이크업 후 입술이 건조해질 때는 스티밍 밀크를 추가로 덧발라 입술에 윤기를 더해줍니다. 필요에 따라 손가락으로 가볍게 두드려 흡수를 촉진할 수 있습니다.
세트상품 사용팁 (같이 사용하면 좋을 포인트)
스티밍 밀크와 매트 밤을 함께 사용하면 즉각적이고 깊이 있는 보습 효과를 얻을 수 있습니다. 스티밍 밀크를 먼저 사용해 입술에 수분을 공급하고, 매트 밤으로 마무리해 보습막을 형성하면 입술이 건조해지지 않고 하루 종일 촉촉함을 유지할 수 있습니다. 특히 매트한 립 제품을 사용했을 때 스티밍 밀크를 덧발라 자연스러운 윤기를 더하고 발색을 더욱 돋보이게 할 수 있습니다."
116,P00000EM,어쿠스틱 매트 밤 2종 SET,어쿠스틱 매트 밤 2종 SET,Acoustic Matt Balm Set,,SET,LIP,SET,부드러운 발림과 자연스러운 블러링 효과의 밤 타입 매트 립스틱,"마케팅 카피:
어쿠스틱 매트 밤은 부드러운 질감과 매트한 마무리로 자연스러운 룩을 연출해줍니다.

사용감:
매트한 질감이지만 부드럽게 퍼지며, 립과 블러셔로 사용 시 자연스러운 혈색을 더해줍니다. 무겁지 않으며 피부에 가볍게 밀착됩니다.

메이크업 표현력 및 연출팁:
세련된 매트 룩을 연출하며, 투명한 혈색을 부여해 자연스러움을 강조합니다. 블러셔로 광대에 사용하거나 립으로 은은하게 바르면 따뜻하고 소프트한 분위기를 연출할 수 있습니다.

기술력:
부드러운 매트 제형으로, 피부에 자연스럽게 밀착되면서도 매트한 마무리감이 오래 지속됩니다. 색소의 균일한 발림성 덕분에 쉽게 뭉치지 않고 깔끔한 발색을 유지할 수 있습니다.

색상 종류 및 각 색상별 특징:

마살라 차이: 따뜻하고 은은한 분위기를 연출하며, 차분한 핑크와 브라운 톤이 어우러져 자연스러운 혈색을 더해줍니다.
핑크 스테레오: 상큼하고 발랄한 핑크 톤으로, 생기를 불어넣어 주는 색상입니다.
애플 콕: 은은한 레드와 브라운의 조화로, 신선하면서도 깊이 있는 컬러입니다.
데님 로즈: 세련된 빈티지 로즈 컬러로, 도시적이면서도 클래식한 매력을 보여줍니다.
컬러 믹스에 대한 추천:
마살라 차이와 데님 로즈를 믹스하면 성숙한 분위기의 자연스러운 립 메이크업을 연출할 수 있습니다. 핑크 스테레오와 애플 콕을 믹스하면 보다 발랄하고 생동감 있는 룩을 완성할 수 있습니다.

사용법 (how to use):
블러셔로 사용할 때는 광대에 부드럽게 펴 발라 혈색을 더해줍니다. 립으로 사용할 때는 입술에 가볍게 바른 후 손가락으로 두드려 자연스럽게 퍼지도록 연출합니다.

세트상품 사용팁 (같이 사용하면 좋을 포인트):
밀크 펄과 아쿠아 글로우 제품과 함께 사용하면 촉촉하고 빛나는 메이크업을 완성할 수 있습니다. 매트한 립과 블러셔 위에 아쿠아 글로우로 하이라이트를 더해 입체감을 살릴 수 있습니다."
98,P00000DU,립 포션 아쿠아 글로우 2종 SET ( 9colors ),립 포션 아쿠아 글로우 2종 SET ( 9colors ),Lip Potion Aqua Glow 9 Colors 세트,립 포션 아쿠아 글로우,SET,LIP,SET,"덧 발라도 맑은 컬러, 립 포션 아쿠아 글로우","[상품명] 립 포션 아쿠아 글로우 2종 SET (9 colors)

[요약 내용]

이 제품은 두 가지 립 포션 세트로, 각종 다양한 색상과 함께 입술에 촉촉하고 생기 있는 광택을 부여하는 제품입니다. 투명한 혈색과 자연스러운 메이크업 표현을 원할 때, 블러셔로도 활용 가능하며 손으로 톡톡 펴 바르면 뭉침 없이 연출됩니다.

사용감: 부드럽게 스며드는 제형으로, 입술에 촉촉함과 매끈함을 선사합니다. 스팀케어한 듯한 촉촉한 입술 바탕을 만들어줍니다.
메이크업 표현력 및 연출팁: 혈색을 주고 싶은 부위에 점을 찍듯 도포하고, 손으로 가볍게 펴 바르면 자연스러운 혈색을 연출할 수 있습니다. 립스틱을 덧발라도 다크닝 없이 색이 지속되며, 물광택감을 더해 입술에 도톰하고 투명한 느낌을 줍니다.
기술력: 80% 수분층 성분으로 맑고 순수한 물광을 구현하여 오일이나 왁스가 아닌 순수한 물의 광택감을 제공합니다. 밀크로션 제형이 각질을 부드럽게 만들어주고 매끈한 입술 결을 연출합니다.
색상 종류 및 특징:
No.1 Lemon Balm: 밝고 상쾌한 레몬 컬러로 생기 있는 입술 표현.
No.2 Fig Candy: 자연스럽고 맑은 핑크빛으로 사랑스러운 연출.
No.3 Sugar Rose: 은은한 장미빛으로 부드럽고 우아한 입술 표현.
No.4 Apple Drop: 상큼한 애플빛이 돋보이는 컬러.
No.5 Raspberry Soap: 달콤한 라즈베리 색상으로 입술에 포인트를 줌.
No.6 Grape Sherbet: 시원하고 은은한 퍼플빛의 그레이프 색상.
No.7 Pink Soda: 신선하고 상쾌한 핑크로 입술에 생기를 부여.
No.8 Sugar Purple: 부드럽고 달콤한 퍼플로 하루 종일 입술을 감싸줌.
No.9 Coco Milk: 부드러운 코코아 향과 함께 촉촉하게 유지되는 코코아 빛 컬러.
사용법: 혈색을 주고 싶은 부위에 점을 찍듯 도포한 후, 손으로 부드럽게 펴 바릅니다.
세트상품 사용팁:
톤온톤 컬러 매치: 비슷한 톤의 색상을 겹쳐 바르면 자연스러운 그러데이션 효과를 연출할 수 있습니다. 예를 들어, No.2 Fig Candy(핑크빛)와 No.3 Sugar Rose(장미빛)를 레이어링하면 입술에 자연스럽고 우아한 핑크 그러데이션을 연출할 수 있습니다.

대조적인 색상 매치: 서로 다른 톤의 색상을 믹스하면 입술에 독특한 포인트를 줄 수 있습니다. 예를 들어, No.4 Apple Drop(상큼한 애플빛)과 No.6 Grape Sherbet(시원한 퍼플빛)를 믹스해 대조적인 컬러로 입술을 강조할 수 있습니다.

내추럴 베이스에 포인트 컬러: 입술 전체에 자연스러운 컬러를 바르고, 중앙에 좀 더 진한 컬러를 덧바르면 입술이 도톰해 보이고 생기가 돋보입니다. No.1 Lemon Balm(밝은 레몬 컬러)를 베이스로 깔고 No.5 Raspberry Soap(라즈베리빛)를 중앙에 톡톡 덧발라 포인트를 주는 방식입니다.

글로시한 마무리: 립 포션 아쿠아 글로우는 촉촉한 물광택이 특징이므로, 다른 립 제품 위에 덧바르면 입술에 생기를 더하고 윤기를 더할 수 있습니다. 특히 매트한 립스틱 위에 아쿠아 글로우를 발라 입술에 글로시한 마무리감을 줄 수 있습니다."
97,P00000DT,립 포션 아쿠아 글로우 9 Colors,립 포션 아쿠아 글로우 9 Colors,립 포션 아쿠아 글로우 9 Colors,립 포션 아쿠아 글로우,Aqua Glow,LIP,Aqua Glow,"맑은 물의 광택과 달콤한 컬러를 담은 입술의 묘약, 립 포션","[상품명] 립 포션 아쿠아 글로우 9 ㅊolors

[요약 내용]

입술에 촉촉하고 생기 있는 광택을 부여하는 제품입니다. 투명한 혈색과 자연스러운 메이크업 표현을 원할 때, 블러셔로도 활용 가능하며 손으로 톡톡 펴 바르면 뭉침 없이 연출됩니다.

사용감: 부드럽게 스며드는 제형으로, 입술에 촉촉함과 매끈함을 선사합니다. 스팀케어한 듯한 촉촉한 입술 바탕을 만들어줍니다.
메이크업 표현력 및 연출팁: 혈색을 주고 싶은 부위에 점을 찍듯 도포하고, 손으로 가볍게 펴 바르면 자연스러운 혈색을 연출할 수 있습니다. 립스틱을 덧발라도 다크닝 없이 색이 지속되며, 물광택감을 더해 입술에 도톰하고 투명한 느낌을 줍니다.
기술력: 80% 수분층 성분으로 맑고 순수한 물광을 구현하여 오일이나 왁스가 아닌 순수한 물의 광택감을 제공합니다. 밀크로션 제형이 각질을 부드럽게 만들어주고 매끈한 입술 결을 연출합니다.
색상 종류 및 특징:
No.1 Lemon Balm: 밝고 상쾌한 레몬 컬러로 생기 있는 입술 표현.
No.2 Fig Candy: 자연스럽고 맑은 핑크빛으로 사랑스러운 연출.
No.3 Sugar Rose: 은은한 장미빛으로 부드럽고 우아한 입술 표현.
No.4 Apple Drop: 상큼한 애플빛이 돋보이는 컬러.
No.5 Raspberry Soap: 달콤한 라즈베리 색상으로 입술에 포인트를 줌.
No.6 Grape Sherbet: 시원하고 은은한 퍼플빛의 그레이프 색상.
No.7 Pink Soda: 신선하고 상쾌한 핑크로 입술에 생기를 부여.
No.8 Sugar Purple: 부드럽고 달콤한 퍼플로 하루 종일 입술을 감싸줌.
No.9 Coco Milk: 부드러운 코코아 향과 함께 촉촉하게 유지되는 코코아 빛 컬러.
사용법: 혈색을 주고 싶은 부위에 점을 찍듯 도포한 후, 손으로 부드럽게 펴 바릅니다."
51,P00000BZ,어쿠스틱 매트 밤 4 Color,어쿠스틱 매트 밤 4 Color,Acoustic Matt Balm,,Matt Balm,LIP,Matt Balm,부드러운 발림과 자연스러운 블러링 효과의 밤 타입 매트 립스틱,"어쿠스틱 매트 밤 4 Color

마케팅 카피

크리미하면서도 매트한 텍스처로 발색력은 뛰어나지만 시어한 마무리감으로 데일리로 사용하기 적합한 립 제품입니다.
사용감

발림성이 부드럽고, 매트하지만 건조하지 않아 입술에 편안하게 밀착됩니다. 하루 종일 지속되며 자연스럽게 색이 스며듭니다.
메이크업 표현력 및 연출팁

다양한 메이크업에 어울리는 색상 구성으로 데일리 메이크업부터 포멀한 자리까지 다양하게 연출 가능합니다.
여러 색상을 믹스해 그라데이션 효과를 줄 수 있으며, 컬러에 따라 신비로운 느낌부터 활기찬 룩까지 다양한 분위기를 표현할 수 있습니다.
기술력

강한 발색력과 부드러운 텍스처를 결합하여 입술에 녹아들듯이 밀착됩니다. 매트하면서도 편안한 마무리를 제공하며, 입술을 건조하게 만들지 않습니다.
색상 종류 및 각 색상별 특징

마살라 차이: 무겁지 않고 매트한 브라운 톤, 일상적인 룩에 적합.
핑크 스트레오: 수줍은 소녀같은 느낌의 핑크, 가볍고 발랄한 룩에 어울림.
애플 코크: 쨍한 빨강, 누구에게나 잘 어울리는 강렬한 레드.
미스틱 튤립: 겨울철 청순하고 부드러운 느낌의 붉은 색, 자연스럽게 입술에 스며듬.
데님 로즈: 차가운 와인톤 레드, 다양한 분위기로 활용 가능.
머룻: 자줏빛이 감도는 레드, 포멀한 자리에서 어울림.
사용법 (How to use)

The Minimal: 입술 안쪽에 그라데이션으로 발라 자연스러운 룩 연출.
The Medium: 입술 선을 따라 부드럽게 블렌딩하여 완성도 높은 룩.
The Maximal: 깔끔한 라인으로 두껍게 발라 포인트를 주는 룩 연출.
세트상품 사용팁

립 포션과 함께 사용하면 더 풍부한 컬러감과 글로시한 마무리를 연출할 수 있습니다. 밀크 펄이나 아쿠아 글로우와 조합하면 입술에 촉촉함을 더해주는 콤보로 추천됩니다."
